Category,ID,X,Y
Gamma,0a728def-5bb7-11ed-9c88-085bd6358b67,6196,3959
Alpha,0a728e2a-5bb7-11ed-a188-085bd6358b67,7901,7640
Alpha,0a728e5b-5bb7-11ed-a24d-085bd6358b67,1981,8428
Delta,0a728e90-5bb7-11ed-8480-085bd6358b67,8603,702
Delta,0a728ebf-5bb7-11ed-bc2a-085bd6358b67,2795,4791
Gamma,0a728eef-5bb7-11ed-b3b6-085bd6358b67,6262,2560
Delta,0a728f29-5bb7-11ed-b446-085bd6358b67,5765,2015
Beta,0a728f60-5bb7-11ed-9a37-085bd6358b67,4976,3937
Beta,0a728f8f-5bb7-11ed-b955-085bd6358b67,9657,6377
Alpha,0a728fc9-5bb7-11ed-b7b1-085bd6358b67,8123,4124
Gamma,0a728ffc-5bb7-11ed-b843-085bd6358b67,682,2895
Alpha,0a72902c-5bb7-11ed-a988-085bd6358b67,6250,3935
Delta,0a72905b-5bb7-11ed-906c-085bd6358b67,6177,9401
Delta,0a72908b-5bb7-11ed-b934-085bd6358b67,4930,7934
Delta,0a7290b9-5bb7-11ed-b801-085bd6358b67,3181,5401
Gamma,0a7290e8-5bb7-11ed-b537-085bd6358b67,6771,5475
Delta,0a729122-5bb7-11ed-a50c-085bd6358b67,2663,8560
Gamma,0a729151-5bb7-11ed-80b4-085bd6358b67,1857,5296
Delta,0a729180-5bb7-11ed-8a02-085bd6358b67,9057,7326
Alpha,0a7291af-5bb7-11ed-9195-085bd6358b67,8600,8510
Delta,0a7291e0-5bb7-11ed-8085-085bd6358b67,6345,4439
Beta,0a729210-5bb7-11ed-bf64-085bd6358b67,5018,311
Beta,0a729240-5bb7-11ed-b57c-085bd6358b67,2488,7255
Gamma,0a729284-5bb7-11ed-9c50-085bd6358b67,9832,8376
Gamma,0a7292b4-5bb7-11ed-be3c-085bd6358b67,6395,8057
Gamma,0a7292e1-5bb7-11ed-a7d4-085bd6358b67,197,5399
Delta,0a729310-5bb7-11ed-b1ae-085bd6358b67,2344,3721
Alpha,0a72933f-5bb7-11ed-a684-085bd6358b67,7975,2297
Delta,0a72936e-5bb7-11ed-9ee1-085bd6358b67,1730,312
Alpha,0a72939f-5bb7-11ed-8f8d-085bd6358b67,9626,8589
Beta,0a7293ce-5bb7-11ed-8cd6-085bd6358b67,7259,9549
Beta,0a7293fe-5bb7-11ed-bc91-085bd6358b67,1143,6707
Gamma,0a72942d-5bb7-11ed-9ae1-085bd6358b67,7127,1782
Alpha,0a72945c-5bb7-11ed-af82-085bd6358b67,4672,195
Alpha,0a72948a-5bb7-11ed-84a8-085bd6358b67,1110,4965
Delta,0a7294ba-5bb7-11ed-af3f-085bd6358b67,1102,4189
Alpha,0a7294e9-5bb7-11ed-aa69-085bd6358b67,2540,7168
Gamma,0a729518-5bb7-11ed-b30e-085bd6358b67,5046,7219
Delta,0a729546-5bb7-11ed-9c0d-085bd6358b67,808,3425
Alpha,0a729575-5bb7-11ed-9507-085bd6358b67,8988,4016
Alpha,0a7295a3-5bb7-11ed-a655-085bd6358b67,7229,6516
Gamma,0a7295d3-5bb7-11ed-97ca-085bd6358b67,8990,1894
Alpha,0a729603-5bb7-11ed-9cf1-085bd6358b67,243,9458
Gamma,0a72963d-5bb7-11ed-8914-085bd6358b67,583,4627
Delta,0a72966d-5bb7-11ed-a6b3-085bd6358b67,1370,1229
Gamma,0a72969e-5bb7-11ed-96cd-085bd6358b67,9732,1673
Alpha,0a7296cf-5bb7-11ed-a51c-085bd6358b67,9301,8678
Beta,0a729700-5bb7-11ed-ab25-085bd6358b67,4495,9025
Gamma,0a729730-5bb7-11ed-850d-085bd6358b67,8731,3478
Beta,0a729760-5bb7-11ed-88e6-085bd6358b67,4794,9289
Gamma,0a72978f-5bb7-11ed-a7e7-085bd6358b67,8795,9105
Gamma,0a7297be-5bb7-11ed-9d63-085bd6358b67,9691,2476
Delta,0a7297ec-5bb7-11ed-86bb-085bd6358b67,1015,350
Delta,0a72981c-5bb7-11ed-a930-085bd6358b67,5863,3467
Beta,0a72984d-5bb7-11ed-9ed7-085bd6358b67,9798,8214
Alpha,0a729953-5bb7-11ed-9d54-085bd6358b67,5985,9547
Alpha,0a729986-5bb7-11ed-95f3-085bd6358b67,4100,374
Alpha,0a7299b6-5bb7-11ed-9143-085bd6358b67,9975,2037
Gamma,0a7299e5-5bb7-11ed-b42a-085bd6358b67,2612,6053
Delta,0a729a15-5bb7-11ed-9b48-085bd6358b67,1905,535
Alpha,0a729a44-5bb7-11ed-836d-085bd6358b67,9157,5292
Alpha,0a729a72-5bb7-11ed-b714-085bd6358b67,7879,282
Delta,0a729aa2-5bb7-11ed-bb2b-085bd6358b67,777,8500
Alpha,0a729ad1-5bb7-11ed-84a6-085bd6358b67,9143,5722
Delta,0a729aff-5bb7-11ed-9a8c-085bd6358b67,6588,6658
Beta,0a729b2e-5bb7-11ed-949f-085bd6358b67,5753,725
Delta,0a729b5c-5bb7-11ed-8f3c-085bd6358b67,9880,2205
Delta,0a729b8b-5bb7-11ed-96d6-085bd6358b67,1289,9867
Beta,0a729bba-5bb7-11ed-9af6-085bd6358b67,7380,2438
Alpha,0a729bec-5bb7-11ed-82ad-085bd6358b67,6734,5937
Delta,0a729c1b-5bb7-11ed-b84d-085bd6358b67,1059,1703
Alpha,0a729c49-5bb7-11ed-b9e8-085bd6358b67,6841,652
Alpha,0a729c79-5bb7-11ed-bf25-085bd6358b67,2155,2489
Alpha,0a729caa-5bb7-11ed-83f2-085bd6358b67,3170,8830
Delta,0a729cda-5bb7-11ed-b83e-085bd6358b67,5616,8882
Alpha,0a729d0a-5bb7-11ed-ab59-085bd6358b67,3314,7052
Alpha,0a729d39-5bb7-11ed-a066-085bd6358b67,909,7599
Beta,0a729d6a-5bb7-11ed-86cf-085bd6358b67,8730,3995
Gamma,0a729d99-5bb7-11ed-83d5-085bd6358b67,8314,4021
Beta,0a729dca-5bb7-11ed-bbf1-085bd6358b67,6969,8677
Delta,0a729df9-5bb7-11ed-acf1-085bd6358b67,9772,5683
Beta,0a729e27-5bb7-11ed-802e-085bd6358b67,6304,141
Beta,0a729e57-5bb7-11ed-8140-085bd6358b67,3859,6902
Alpha,0a729e88-5bb7-11ed-8754-085bd6358b67,4519,6756
Gamma,0a729eb7-5bb7-11ed-ac90-085bd6358b67,5829,2838
Beta,0a729ee8-5bb7-11ed-8c02-085bd6358b67,1485,4500
Gamma,0a729f2c-5bb7-11ed-a5e5-085bd6358b67,2436,5316
Alpha,0a729f5c-5bb7-11ed-aa96-085bd6358b67,7658,5851
Alpha,0a729f8d-5bb7-11ed-b6e3-085bd6358b67,9745,7351
Alpha,0a729fbd-5bb7-11ed-b9e0-085bd6358b67,3478,6284
Beta,0a729feb-5bb7-11ed-9609-085bd6358b67,7096,191
Delta,0a72a01a-5bb7-11ed-b49a-085bd6358b67,2341,6351
Alpha,0a72a048-5bb7-11ed-96ca-085bd6358b67,5875,5041
Alpha,0a72a079-5bb7-11ed-b994-085bd6358b67,5793,3883
Alpha,0a72a0a8-5bb7-11ed-a481-085bd6358b67,356,1210
Beta,0a72a0d7-5bb7-11ed-b25d-085bd6358b67,3703,7200
Gamma,0a72a109-5bb7-11ed-bc28-085bd6358b67,2335,651
Alpha,0a72a138-5bb7-11ed-a9f6-085bd6358b67,9733,5798
Delta,0a72a166-5bb7-11ed-bbff-085bd6358b67,3861,808
Beta,0a72a195-5bb7-11ed-9307-085bd6358b67,2464,3313
Gamma,0a72a1d1-5bb7-11ed-9273-085bd6358b67,3134,1998
Alpha,0a72a201-5bb7-11ed-a731-085bd6358b67,3910,9547
Beta,0a72a232-5bb7-11ed-9456-085bd6358b67,1846,4954
Beta,0a72a261-5bb7-11ed-8551-085bd6358b67,5807,8485
Beta,0a72a28f-5bb7-11ed-8665-085bd6358b67,2611,2740
Delta,0a72a2bd-5bb7-11ed-bff7-085bd6358b67,6575,3764
Beta,0a72a2ed-5bb7-11ed-8c0c-085bd6358b67,7888,7108
Beta,0a72a31c-5bb7-11ed-9fd4-085bd6358b67,545,8784
Beta,0a72a34a-5bb7-11ed-bdcd-085bd6358b67,8266,9798
Beta,0a72a37a-5bb7-11ed-aa8f-085bd6358b67,5279,8400
Beta,0a72a3a8-5bb7-11ed-9051-085bd6358b67,8124,4294
Gamma,0a72a3da-5bb7-11ed-bb98-085bd6358b67,3558,4514
Delta,0a72a409-5bb7-11ed-b0c5-085bd6358b67,3106,4124
Delta,0a72a438-5bb7-11ed-aaab-085bd6358b67,8954,9998
Alpha,0a72a466-5bb7-11ed-8bc6-085bd6358b67,9506,7825
Beta,0a72a495-5bb7-11ed-8bab-085bd6358b67,9253,4981
Gamma,0a72a4c5-5bb7-11ed-9927-085bd6358b67,5688,5048
Gamma,0a72a4f2-5bb7-11ed-9a8a-085bd6358b67,4166,1864
Delta,0a72a52b-5bb7-11ed-a673-085bd6358b67,8990,1539
Delta,0a72a55a-5bb7-11ed-8c9c-085bd6358b67,4824,5020
Gamma,0a72a589-5bb7-11ed-a3d4-085bd6358b67,7362,5926
Gamma,0a72a5b7-5bb7-11ed-913f-085bd6358b67,4589,8477
Gamma,0a72a5e7-5bb7-11ed-87e9-085bd6358b67,6456,675
Delta,0a72a616-5bb7-11ed-b22e-085bd6358b67,9948,8587
Gamma,0a72a645-5bb7-11ed-aeb3-085bd6358b67,9004,7193
Beta,0a72a675-5bb7-11ed-917b-085bd6358b67,9984,8723
Alpha,0a72a6a5-5bb7-11ed-b586-085bd6358b67,1228,3316
Delta,0a72a6d5-5bb7-11ed-a7f1-085bd6358b67,2649,7017
Alpha,0a72a70f-5bb7-11ed-a4b5-085bd6358b67,8635,2366
Delta,0a72a740-5bb7-11ed-bfa2-085bd6358b67,59,2949
Beta,0a72a76f-5bb7-11ed-87d2-085bd6358b67,4805,5887
Beta,0a72a7a2-5bb7-11ed-981a-085bd6358b67,2488,2294
Delta,0a72a7d2-5bb7-11ed-b521-085bd6358b67,9227,1685
Delta,0a72a802-5bb7-11ed-88ed-085bd6358b67,2853,5364
Gamma,0a72a833-5bb7-11ed-b201-085bd6358b67,2181,8014
Alpha,0a72a861-5bb7-11ed-bde5-085bd6358b67,8209,7433
Beta,0a72a890-5bb7-11ed-8bff-085bd6358b67,4553,8501
Alpha,0a72a8be-5bb7-11ed-8da2-085bd6358b67,8710,7455
Delta,0a72a8ee-5bb7-11ed-89a7-085bd6358b67,3159,1605
Alpha,0a72a91e-5bb7-11ed-b235-085bd6358b67,5535,2588
Delta,0a72a94d-5bb7-11ed-9c39-085bd6358b67,5652,3060
Beta,0a72a97d-5bb7-11ed-ad66-085bd6358b67,6225,9609
Delta,0a72a9af-5bb7-11ed-aa03-085bd6358b67,7062,168
Alpha,0a72a9dd-5bb7-11ed-970d-085bd6358b67,1126,7371
Beta,0a72aa0b-5bb7-11ed-8dcb-085bd6358b67,4614,1818
Gamma,0a72aa3b-5bb7-11ed-9d57-085bd6358b67,9209,313
Delta,0a72aa6a-5bb7-11ed-9585-085bd6358b67,3668,1449
Beta,0a72aa9a-5bb7-11ed-b85c-085bd6358b67,6729,2591
Beta,0a72aacb-5bb7-11ed-8698-085bd6358b67,829,7707
Gamma,0a72ab04-5bb7-11ed-aaa9-085bd6358b67,5998,6788
Beta,0a72ab33-5bb7-11ed-9e03-085bd6358b67,3192,5357
Gamma,0a72ab62-5bb7-11ed-95ea-085bd6358b67,1695,7548
Gamma,0a72ab92-5bb7-11ed-bbd0-085bd6358b67,6984,2477
Alpha,0a72abc3-5bb7-11ed-aa98-085bd6358b67,4867,664
Gamma,0a72abf2-5bb7-11ed-96f5-085bd6358b67,5154,1641
Delta,0a72ac22-5bb7-11ed-ab7c-085bd6358b67,1707,2420
Gamma,0a72ac51-5bb7-11ed-8866-085bd6358b67,1210,3297
Gamma,0a72ac81-5bb7-11ed-ad4d-085bd6358b67,1330,8199
Beta,0a72acb0-5bb7-11ed-8de7-085bd6358b67,5476,401
Delta,0a72acdf-5bb7-11ed-bd5d-085bd6358b67,3775,9950
Delta,0a72ad0d-5bb7-11ed-9eff-085bd6358b67,4823,1428
Gamma,0a72ad3c-5bb7-11ed-b51c-085bd6358b67,8269,8517
Delta,0a72ad6c-5bb7-11ed-bd07-085bd6358b67,5075,1082
Gamma,0a72ad9c-5bb7-11ed-a53d-085bd6358b67,6210,4531
Delta,0a72adcb-5bb7-11ed-b7d9-085bd6358b67,3569,3632
Alpha,0a72adfa-5bb7-11ed-87cb-085bd6358b67,3677,3376
Delta,0a72ae29-5bb7-11ed-9fef-085bd6358b67,2904,3849
Delta,0a72ae57-5bb7-11ed-b2d8-085bd6358b67,3755,1747
Beta,0a72ae85-5bb7-11ed-8d6c-085bd6358b67,3227,7610
Beta,0a72aeb6-5bb7-11ed-8ab7-085bd6358b67,4407,3349
Delta,0a72aee7-5bb7-11ed-b9e5-085bd6358b67,7271,2605
Delta,0a72af21-5bb7-11ed-843c-085bd6358b67,7827,1575
Delta,0a72af53-5bb7-11ed-bc5c-085bd6358b67,3536,1451
Alpha,0a72af82-5bb7-11ed-b179-085bd6358b67,7677,7728
Beta,0a72afb2-5bb7-11ed-babd-085bd6358b67,5006,4718
Delta,0a72afe0-5bb7-11ed-8673-085bd6358b67,4979,6118
Gamma,0a72b00f-5bb7-11ed-ba9b-085bd6358b67,346,4475
Alpha,0a72b040-5bb7-11ed-89ba-085bd6358b67,9841,9103
Delta,0a72b06f-5bb7-11ed-b651-085bd6358b67,2658,5169
Delta,0a72b09e-5bb7-11ed-b9cc-085bd6358b67,6673,6770
Gamma,0a72b0cc-5bb7-11ed-ab74-085bd6358b67,8790,3484
Gamma,0a72b107-5bb7-11ed-8ebb-085bd6358b67,927,8985
Gamma,0a72b137-5bb7-11ed-a5dd-085bd6358b67,8612,286
Alpha,0a72b166-5bb7-11ed-8440-085bd6358b67,5861,1249
Alpha,0a72b19f-5bb7-11ed-b0b8-085bd6358b67,2423,5816
Gamma,0a72b1cf-5bb7-11ed-875b-085bd6358b67,9393,6734
Delta,0a72b1fe-5bb7-11ed-b93b-085bd6358b67,5873,8444
Delta,0a72b22e-5bb7-11ed-ada5-085bd6358b67,1718,4870
Alpha,0a72b25e-5bb7-11ed-8418-085bd6358b67,1582,9775
Gamma,0a72b28d-5bb7-11ed-88bc-085bd6358b67,7842,473
Alpha,0a72b2bd-5bb7-11ed-932b-085bd6358b67,6011,2913
Beta,0a72b2ed-5bb7-11ed-849d-085bd6358b67,5848,3453
Beta,0a72b31b-5bb7-11ed-899d-085bd6358b67,6754,6893
Gamma,0a72b349-5bb7-11ed-a2ea-085bd6358b67,5976,9318
Alpha,0a72b378-5bb7-11ed-bae3-085bd6358b67,1884,6559
Beta,0a72b3ae-5bb7-11ed-8f85-085bd6358b67,4677,9535
Delta,0a72b3dd-5bb7-11ed-9087-085bd6358b67,5491,4316
Alpha,0a72b40c-5bb7-11ed-9760-085bd6358b67,8506,1138
Alpha,0a72b43a-5bb7-11ed-acb4-085bd6358b67,6725,9647
Delta,0a72b46b-5bb7-11ed-ba5e-085bd6358b67,6218,470
Alpha,0a72b499-5bb7-11ed-9a6b-085bd6358b67,7392,9320
Beta,0a72b4c7-5bb7-11ed-896b-085bd6358b67,3858,3227
Gamma,0a72b4f6-5bb7-11ed-a5b2-085bd6358b67,2346,4862
Beta,0a72b524-5bb7-11ed-9f09-085bd6358b67,8648,4097
Delta,0a72b552-5bb7-11ed-aa8b-085bd6358b67,4223,3869
Gamma,0a72b580-5bb7-11ed-ab60-085bd6358b67,8512,3089
Gamma,0a72b5b0-5bb7-11ed-810a-085bd6358b67,2299,7016
Delta,0a72b5e0-5bb7-11ed-b799-085bd6358b67,9552,7296
Alpha,0a72b614-5bb7-11ed-866f-085bd6358b67,2646,2195
Delta,0a72b642-5bb7-11ed-9171-085bd6358b67,2663,5682
Alpha,0a72b676-5bb7-11ed-b7d7-085bd6358b67,3554,1503
Gamma,0a72b6b0-5bb7-11ed-8352-085bd6358b67,2625,856
Gamma,0a72b6ed-5bb7-11ed-b9d2-085bd6358b67,8932,4832
Delta,0a72b733-5bb7-11ed-ada2-085bd6358b67,2110,7265
Alpha,0a72b767-5bb7-11ed-885c-085bd6358b67,3324,1829
Beta,0a72b799-5bb7-11ed-8a14-085bd6358b67,9911,6929
Alpha,0a72b7ca-5bb7-11ed-8b46-085bd6358b67,5617,9774
Alpha,0a72b7fa-5bb7-11ed-ba03-085bd6358b67,341,7504
Gamma,0a72b828-5bb7-11ed-b7f5-085bd6358b67,9909,2524
Alpha,0a72b857-5bb7-11ed-ac80-085bd6358b67,1343,5304
Delta,0a72b885-5bb7-11ed-86ef-085bd6358b67,548,3175
Beta,0a72b8b4-5bb7-11ed-92d1-085bd6358b67,3008,850
Delta,0a72b8e3-5bb7-11ed-a314-085bd6358b67,5392,7492
Delta,0a72b914-5bb7-11ed-83c7-085bd6358b67,5520,4306
Gamma,0a72b943-5bb7-11ed-a05e-085bd6358b67,4055,1884
Gamma,0a72b973-5bb7-11ed-8e01-085bd6358b67,9923,1361
Alpha,0a72b9a1-5bb7-11ed-a9a1-085bd6358b67,652,5141
Delta,0a72b9d0-5bb7-11ed-a2ca-085bd6358b67,5518,8182
Gamma,0a72b9fe-5bb7-11ed-83b7-085bd6358b67,2602,6723
Alpha,0a72ba2d-5bb7-11ed-b8c9-085bd6358b67,4503,3569
Alpha,0a72ba5c-5bb7-11ed-b402-085bd6358b67,475,2852
Gamma,0a72ba8a-5bb7-11ed-bb7d-085bd6358b67,8833,3968
Beta,0a72bab9-5bb7-11ed-b138-085bd6358b67,4254,6530
Beta,0a72bae8-5bb7-11ed-9d8a-085bd6358b67,6969,8948
Delta,0a72bb17-5bb7-11ed-89fc-085bd6358b67,5439,9432
Delta,0a72bb45-5bb7-11ed-b570-085bd6358b67,4520,5595
Alpha,0a72bb76-5bb7-11ed-9570-085bd6358b67,1502,3393
Beta,0a72bba6-5bb7-11ed-a491-085bd6358b67,5718,1095
Gamma,0a72bbd5-5bb7-11ed-9f84-085bd6358b67,3000,3517
Gamma,0a72bc06-5bb7-11ed-bded-085bd6358b67,3446,534
Beta,0a72bc35-5bb7-11ed-ba35-085bd6358b67,289,2251
Alpha,0a72bc64-5bb7-11ed-a6ff-085bd6358b67,4617,7005
Gamma,0a72bc93-5bb7-11ed-b56c-085bd6358b67,6365,2424
Alpha,0a72bcc2-5bb7-11ed-8f94-085bd6358b67,1621,666
Delta,0a72bcfc-5bb7-11ed-8922-085bd6358b67,2431,1098
Beta,0a72bd2a-5bb7-11ed-89e5-085bd6358b67,3455,4033
Beta,0a72bd59-5bb7-11ed-949b-085bd6358b67,7773,2910
Gamma,0a72bd88-5bb7-11ed-bcc8-085bd6358b67,1651,3451
Gamma,0a72bdba-5bb7-11ed-8427-085bd6358b67,9148,2000
Gamma,0a72bde9-5bb7-11ed-a737-085bd6358b67,9408,9793
Gamma,0a72be17-5bb7-11ed-a5d1-085bd6358b67,3912,8081
Delta,0a72be45-5bb7-11ed-8035-085bd6358b67,116,8252
Alpha,0a72be77-5bb7-11ed-8730-085bd6358b67,4970,8205
Delta,0a72bea7-5bb7-11ed-ac78-085bd6358b67,2124,5177
Delta,0a72bed6-5bb7-11ed-bd08-085bd6358b67,6285,9323
Gamma,0a72bf18-5bb7-11ed-a8fc-085bd6358b67,3648,4981
Gamma,0a72bf49-5bb7-11ed-a5b0-085bd6358b67,153,9166
Gamma,0a72bf79-5bb7-11ed-a3d2-085bd6358b67,3935,8461
Gamma,0a72bfa9-5bb7-11ed-924c-085bd6358b67,6297,828
Beta,0a72bfd9-5bb7-11ed-9d4f-085bd6358b67,1722,8487
Gamma,0a72c008-5bb7-11ed-87b8-085bd6358b67,1659,6646
Gamma,0a72c037-5bb7-11ed-a262-085bd6358b67,1914,568
Gamma,0a72c065-5bb7-11ed-9c79-085bd6358b67,9670,115
Beta,0a72c098-5bb7-11ed-8bde-085bd6358b67,5508,1846
Beta,0a72c0c7-5bb7-11ed-a283-085bd6358b67,727,943
Alpha,0a72c0f6-5bb7-11ed-b91b-085bd6358b67,9506,5823
Beta,0a72c125-5bb7-11ed-908e-085bd6358b67,2496,6414
Delta,0a72c155-5bb7-11ed-b0a5-085bd6358b67,5827,7551
Beta,0a72c18f-5bb7-11ed-bbc8-085bd6358b67,137,3523
Delta,0a72c1c0-5bb7-11ed-9143-085bd6358b67,225,2940
Delta,0a72c1f0-5bb7-11ed-acdc-085bd6358b67,6734,8532
Delta,0a72c221-5bb7-11ed-b4ef-085bd6358b67,4234,699
Alpha,0a72c24f-5bb7-11ed-b35f-085bd6358b67,3970,9848
Gamma,0a72c27d-5bb7-11ed-897b-085bd6358b67,4684,5030
Delta,0a72c2ac-5bb7-11ed-b174-085bd6358b67,6132,2606
Alpha,0a72c2e7-5bb7-11ed-b02f-085bd6358b67,2174,9329
Gamma,0a72c316-5bb7-11ed-bf4b-085bd6358b67,4948,8774
Beta,0a72c347-5bb7-11ed-93b0-085bd6358b67,9225,2068
Delta,0a72c377-5bb7-11ed-9a34-085bd6358b67,7332,8351
Alpha,0a72c3a5-5bb7-11ed-a54c-085bd6358b67,9853,5059
Delta,0a72c3d4-5bb7-11ed-a6c9-085bd6358b67,7323,684
Beta,0a72c403-5bb7-11ed-a1ca-085bd6358b67,3111,102
Delta,0a72c434-5bb7-11ed-8c6e-085bd6358b67,8726,3137
Alpha,0a72c464-5bb7-11ed-b78f-085bd6358b67,1630,8743
Gamma,0a72c493-5bb7-11ed-8cb0-085bd6358b67,6203,6738
Beta,0a72c4c2-5bb7-11ed-8b6c-085bd6358b67,877,9842
Alpha,0a72c4f2-5bb7-11ed-b0d4-085bd6358b67,5144,2208
Alpha,0a72c521-5bb7-11ed-8625-085bd6358b67,5815,2236
Beta,0a72c551-5bb7-11ed-847f-085bd6358b67,2312,460
Delta,0a72c582-5bb7-11ed-8462-085bd6358b67,9161,7938
Delta,0a72c5b0-5bb7-11ed-bb7d-085bd6358b67,765,3187
Gamma,0a72c5df-5bb7-11ed-9169-085bd6358b67,594,1517
Beta,0a72c60d-5bb7-11ed-b6b0-085bd6358b67,6191,8978
Gamma,0a72c63d-5bb7-11ed-9e24-085bd6358b67,8184,7731
Alpha,0a72c66b-5bb7-11ed-bfda-085bd6358b67,7475,6189
Alpha,0a72c69f-5bb7-11ed-b9a9-085bd6358b67,6731,2353
Beta,0a72c6ce-5bb7-11ed-91c9-085bd6358b67,5971,3629
Beta,0a72c6fd-5bb7-11ed-8991-085bd6358b67,4083,7477
Alpha,0a72c72d-5bb7-11ed-9e31-085bd6358b67,8257,7681
Beta,0a72c766-5bb7-11ed-a9aa-085bd6358b67,65,7808
Alpha,0a72c799-5bb7-11ed-92ed-085bd6358b67,4390,6911
Delta,0a72c7ca-5bb7-11ed-bb3d-085bd6358b67,6272,305
Delta,0a72c7fc-5bb7-11ed-9526-085bd6358b67,1574,8992
Alpha,0a72c82a-5bb7-11ed-8b39-085bd6358b67,525,8599
Delta,0a72c858-5bb7-11ed-a82e-085bd6358b67,6235,3860
Beta,0a72c887-5bb7-11ed-ad13-085bd6358b67,4654,79
Alpha,0a72c8b6-5bb7-11ed-83e6-085bd6358b67,7574,3733
Alpha,0a72c8ee-5bb7-11ed-a3f8-085bd6358b67,8329,8218
Gamma,0a72c91c-5bb7-11ed-9eeb-085bd6358b67,3235,3479
Delta,0a72c94b-5bb7-11ed-a97f-085bd6358b67,9098,8317
Delta,0a72c97a-5bb7-11ed-a591-085bd6358b67,2089,8334
Alpha,0a72c9a8-5bb7-11ed-b60c-085bd6358b67,3734,386
Alpha,0a72c9d7-5bb7-11ed-8310-085bd6358b67,6476,5946
Gamma,0a72ca05-5bb7-11ed-a638-085bd6358b67,5996,6397
Beta,0a72ca33-5bb7-11ed-be16-085bd6358b67,8849,7950
Gamma,0a72ca63-5bb7-11ed-b5a3-085bd6358b67,1399,2187
Beta,0a72ca92-5bb7-11ed-b596-085bd6358b67,4302,1081
Delta,0a72cac1-5bb7-11ed-a0c9-085bd6358b67,441,8480
Alpha,0a72caf1-5bb7-11ed-9280-085bd6358b67,6296,8335
Alpha,0a72cb22-5bb7-11ed-993c-085bd6358b67,2458,1220
Alpha,0a72cb51-5bb7-11ed-87b5-085bd6358b67,3866,876
Gamma,0a72cb7f-5bb7-11ed-9465-085bd6358b67,3720,2662
Alpha,0a72cbae-5bb7-11ed-8b65-085bd6358b67,6379,6523
Beta,0a72cbde-5bb7-11ed-a45a-085bd6358b67,5260,1195
Alpha,0a72cc0c-5bb7-11ed-8cea-085bd6358b67,3464,7164
Alpha,0a72cc3b-5bb7-11ed-8463-085bd6358b67,8929,9525
Alpha,0a72cc6d-5bb7-11ed-b378-085bd6358b67,2735,5971
Beta,0a72cc9b-5bb7-11ed-ae1c-085bd6358b67,1419,2111
Gamma,0a72ccc9-5bb7-11ed-921e-085bd6358b67,3139,9300
Gamma,0a72ccf8-5bb7-11ed-9594-085bd6358b67,3490,6055
Beta,0a72cd26-5bb7-11ed-a0a4-085bd6358b67,4960,6397
Beta,0a72cd55-5bb7-11ed-9ce8-085bd6358b67,894,5749
Beta,0a72cd85-5bb7-11ed-b961-085bd6358b67,6027,6467
Beta,0a72cdb3-5bb7-11ed-b0dc-085bd6358b67,2136,8563
Gamma,0a72cde2-5bb7-11ed-8a39-085bd6358b67,1299,1109
Gamma,0a72ce0f-5bb7-11ed-8a10-085bd6358b67,6547,6439
Delta,0a72ce40-5bb7-11ed-adb6-085bd6358b67,1320,8020
Delta,0a72ce6d-5bb7-11ed-957a-085bd6358b67,8154,4837
Gamma,0a72cea7-5bb7-11ed-9b90-085bd6358b67,8791,5609
Beta,0a72ced6-5bb7-11ed-a6a9-085bd6358b67,888,6476
Alpha,0a72cf04-5bb7-11ed-af61-085bd6358b67,6861,695
Alpha,0a72cf33-5bb7-11ed-8d3e-085bd6358b67,3671,9243
Delta,0a72cf6f-5bb7-11ed-b95c-085bd6358b67,9962,6745
Alpha,0a72cfa2-5bb7-11ed-b61c-085bd6358b67,1049,6444
Gamma,0a72cfd1-5bb7-11ed-b4d1-085bd6358b67,3586,9671
Alpha,0a72d001-5bb7-11ed-9cf1-085bd6358b67,6829,7295
Alpha,0a72d02f-5bb7-11ed-918c-085bd6358b67,27,5648
Alpha,0a72d05d-5bb7-11ed-bdd8-085bd6358b67,5888,5319
Alpha,0a72d08c-5bb7-11ed-b990-085bd6358b67,1119,6078
Alpha,0a72d0bd-5bb7-11ed-81a6-085bd6358b67,7083,6561
Alpha,0a72d0ec-5bb7-11ed-82fc-085bd6358b67,3391,1255
Alpha,0a72d11d-5bb7-11ed-8a07-085bd6358b67,814,3962
Beta,0a72d159-5bb7-11ed-8eb1-085bd6358b67,8046,9815
Alpha,0a72d189-5bb7-11ed-8ef6-085bd6358b67,4223,7255
Alpha,0a72d1b8-5bb7-11ed-adbc-085bd6358b67,5265,5621
Beta,0a72d1e8-5bb7-11ed-b0da-085bd6358b67,5389,5930
Gamma,0a72d216-5bb7-11ed-b32e-085bd6358b67,819,1226
Gamma,0a72d245-5bb7-11ed-8d80-085bd6358b67,8765,7780
Beta,0a72d275-5bb7-11ed-9d2f-085bd6358b67,507,9332
Gamma,0a72d2a4-5bb7-11ed-8d4f-085bd6358b67,4682,9548
Alpha,0a72d2d5-5bb7-11ed-827d-085bd6358b67,5633,8238
Alpha,0a72d305-5bb7-11ed-ba39-085bd6358b67,2083,5022
Gamma,0a72d334-5bb7-11ed-ae81-085bd6358b67,3106,2728
Gamma,0a72d363-5bb7-11ed-bbe7-085bd6358b67,5328,2696
Delta,0a72d393-5bb7-11ed-8756-085bd6358b67,1222,4331
Alpha,0a72d3c1-5bb7-11ed-9666-085bd6358b67,3084,4335
