Category,ID,X,Y
Delta,32aae862-5bb7-11ed-b479-085bd6358b67,7801,1185
Beta,32aae893-5bb7-11ed-bf92-085bd6358b67,8514,4543
Delta,32aae8c0-5bb7-11ed-9da9-085bd6358b67,5280,7189
Alpha,32aae8ec-5bb7-11ed-800e-085bd6358b67,345,7746
Delta,32aae91b-5bb7-11ed-84f5-085bd6358b67,5000,7519
Alpha,32aae94a-5bb7-11ed-a83c-085bd6358b67,5968,5835
Delta,32aae976-5bb7-11ed-849b-085bd6358b67,9252,3292
Alpha,32aae9a2-5bb7-11ed-bfb3-085bd6358b67,82,193
Beta,32aae9cf-5bb7-11ed-9e5b-085bd6358b67,1790,6347
Beta,32aae9fe-5bb7-11ed-a6fd-085bd6358b67,4824,3902
Beta,32aaea2b-5bb7-11ed-80e1-085bd6358b67,1728,4015
Alpha,32aaea61-5bb7-11ed-9338-085bd6358b67,9937,6826
Beta,32aaea8f-5bb7-11ed-9be3-085bd6358b67,4942,7633
Gamma,32aaeabe-5bb7-11ed-9d81-085bd6358b67,8017,5052
Alpha,32aaeaf7-5bb7-11ed-af15-085bd6358b67,1914,4147
Alpha,32aaeb26-5bb7-11ed-a4e7-085bd6358b67,839,5189
Beta,32aaeb53-5bb7-11ed-878a-085bd6358b67,3900,3350
Alpha,32aaeb81-5bb7-11ed-b93a-085bd6358b67,8309,2729
Alpha,32aaebaf-5bb7-11ed-ab89-085bd6358b67,9886,6725
Gamma,32aaebdd-5bb7-11ed-8b0d-085bd6358b67,9700,2342
Gamma,32aaec0c-5bb7-11ed-93bf-085bd6358b67,1309,7560
Delta,32aaec39-5bb7-11ed-8e8b-085bd6358b67,5952,9715
Beta,32aaec66-5bb7-11ed-ad3f-085bd6358b67,7854,7138
Delta,32aaec94-5bb7-11ed-8a1d-085bd6358b67,5305,5762
Delta,32aaecc1-5bb7-11ed-985d-085bd6358b67,8627,659
Alpha,32aaecef-5bb7-11ed-960d-085bd6358b67,9771,4452
Beta,32aaed1c-5bb7-11ed-8be4-085bd6358b67,7272,5238
Gamma,32aaed49-5bb7-11ed-844b-085bd6358b67,5226,7056
Alpha,32aaed78-5bb7-11ed-b31a-085bd6358b67,2996,7660
Alpha,32aaeda4-5bb7-11ed-8861-085bd6358b67,3081,2997
Alpha,32aaedd1-5bb7-11ed-a130-085bd6358b67,5791,130
Beta,32aaee00-5bb7-11ed-9900-085bd6358b67,5412,3079
Alpha,32aaee2e-5bb7-11ed-a0b7-085bd6358b67,2011,3957
Delta,32aaee5c-5bb7-11ed-bb1c-085bd6358b67,6112,8780
Delta,32aaee89-5bb7-11ed-a99b-085bd6358b67,1548,9478
Delta,32aaeeb6-5bb7-11ed-96a9-085bd6358b67,6727,2563
Gamma,32aaeee2-5bb7-11ed-b300-085bd6358b67,501,999
Beta,32aaef10-5bb7-11ed-bd42-085bd6358b67,5494,5071
Gamma,32aaef3e-5bb7-11ed-84c6-085bd6358b67,1305,3391
Delta,32aaef6c-5bb7-11ed-a7b0-085bd6358b67,2783,1550
Beta,32aaef99-5bb7-11ed-9d68-085bd6358b67,358,7120
Alpha,32aaefc8-5bb7-11ed-8e60-085bd6358b67,9230,8164
Gamma,32aaf016-5bb7-11ed-b8e8-085bd6358b67,8585,5919
Alpha,32aaf044-5bb7-11ed-8a72-085bd6358b67,6252,2036
Delta,32aaf072-5bb7-11ed-beb5-085bd6358b67,7091,3319
Delta,32aaf09f-5bb7-11ed-9a67-085bd6358b67,5293,408
Alpha,32aaf0cd-5bb7-11ed-bdb4-085bd6358b67,6714,6731
Alpha,32aaf0f9-5bb7-11ed-92ee-085bd6358b67,3478,3840
Beta,32aaf127-5bb7-11ed-a2c2-085bd6358b67,6186,4866
Delta,32aaf155-5bb7-11ed-a2d7-085bd6358b67,5509,1277
Gamma,32aaf183-5bb7-11ed-a35a-085bd6358b67,8896,987
Alpha,32aaf1af-5bb7-11ed-b5b7-085bd6358b67,8644,5737
Alpha,32aaf1de-5bb7-11ed-b6d9-085bd6358b67,381,8091
Beta,32aaf20b-5bb7-11ed-8356-085bd6358b67,5145,7126
Delta,32aaf23b-5bb7-11ed-a6df-085bd6358b67,9414,9587
Beta,32aaf26a-5bb7-11ed-bfff-085bd6358b67,438,1669
Delta,32aaf2a6-5bb7-11ed-a14f-085bd6358b67,5501,8313
Delta,32aaf2d5-5bb7-11ed-b1e2-085bd6358b67,5870,6935
Delta,32aaf304-5bb7-11ed-96c7-085bd6358b67,7869,5731
Gamma,32aaf332-5bb7-11ed-bbd8-085bd6358b67,5121,8886
Alpha,32aaf35f-5bb7-11ed-9c64-085bd6358b67,2985,7154
Alpha,32aaf38f-5bb7-11ed-9bba-085bd6358b67,8862,6184
Gamma,32aaf3bb-5bb7-11ed-923e-085bd6358b67,7774,6179
Delta,32aaf3e9-5bb7-11ed-af57-085bd6358b67,1755,9554
Beta,32aaf417-5bb7-11ed-be28-085bd6358b67,579,7141
Delta,32aaf444-5bb7-11ed-ba4f-085bd6358b67,8400,2721
Delta,32aaf471-5bb7-11ed-80a3-085bd6358b67,963,5735
Delta,32aaf49e-5bb7-11ed-8b8a-085bd6358b67,8019,2494
Beta,32aaf4cc-5bb7-11ed-a9fa-085bd6358b67,1353,4553
Gamma,32aaf4fa-5bb7-11ed-ac1d-085bd6358b67,6144,3184
Delta,32aaf527-5bb7-11ed-ae8c-085bd6358b67,3427,8593
Gamma,32aaf554-5bb7-11ed-b0ca-085bd6358b67,6014,8391
Delta,32aaf582-5bb7-11ed-8881-085bd6358b67,7467,1866
Delta,32aaf5b1-5bb7-11ed-8d5e-085bd6358b67,8304,9186
Gamma,32aaf62c-5bb7-11ed-abdf-085bd6358b67,3615,4655
Delta,32aaf65e-5bb7-11ed-8573-085bd6358b67,1113,7560
Alpha,32aaf68d-5bb7-11ed-8934-085bd6358b67,6473,9260
Delta,32aaf6bc-5bb7-11ed-9fc9-085bd6358b67,3761,9428
Gamma,32aaf6e8-5bb7-11ed-b390-085bd6358b67,9855,6142
Beta,32aaf715-5bb7-11ed-a4c9-085bd6358b67,1908,3368
Delta,32aaf742-5bb7-11ed-ac37-085bd6358b67,2610,8944
Beta,32aaf76e-5bb7-11ed-92bb-085bd6358b67,69,2699
Gamma,32aaf79b-5bb7-11ed-8cbf-085bd6358b67,2486,4921
Beta,32aaf7c8-5bb7-11ed-9029-085bd6358b67,2601,2191
Beta,32aaf7f6-5bb7-11ed-87da-085bd6358b67,5598,9330
Alpha,32aaf827-5bb7-11ed-b52f-085bd6358b67,7531,6969
Gamma,32aaf854-5bb7-11ed-ac8c-085bd6358b67,901,5677
Alpha,32aaf882-5bb7-11ed-8dd8-085bd6358b67,1772,7454
Gamma,32aaf8b1-5bb7-11ed-8908-085bd6358b67,4609,252
Alpha,32aaf8e1-5bb7-11ed-9aab-085bd6358b67,5905,9780
Beta,32aaf90e-5bb7-11ed-9965-085bd6358b67,3965,3741
Delta,32aaf93b-5bb7-11ed-a5d1-085bd6358b67,9665,5713
Gamma,32aaf969-5bb7-11ed-85cf-085bd6358b67,1151,5276
Alpha,32aaf997-5bb7-11ed-8181-085bd6358b67,7609,8590
Gamma,32aaf9c6-5bb7-11ed-9ef7-085bd6358b67,8624,8907
Delta,32aaf9f4-5bb7-11ed-a64e-085bd6358b67,3933,7038
Delta,32aafa22-5bb7-11ed-964d-085bd6358b67,6170,6441
Beta,32aafa50-5bb7-11ed-bd73-085bd6358b67,162,8655
Alpha,32aafa7c-5bb7-11ed-a302-085bd6358b67,9676,9766
Beta,32aafab9-5bb7-11ed-afbe-085bd6358b67,4477,8616
Delta,32aafaeb-5bb7-11ed-9ece-085bd6358b67,2517,2940
Beta,32aafb1b-5bb7-11ed-bb37-085bd6358b67,901,4315
Alpha,32aafb4c-5bb7-11ed-b396-085bd6358b67,2150,7797
Alpha,32aafb7a-5bb7-11ed-bcc1-085bd6358b67,7759,9984
Delta,32aafba9-5bb7-11ed-8c3b-085bd6358b67,159,3087
Gamma,32aafbe6-5bb7-11ed-bc90-085bd6358b67,9165,4605
Beta,32aafc15-5bb7-11ed-bc6a-085bd6358b67,4115,1226
Delta,32aafc43-5bb7-11ed-a50f-085bd6358b67,3416,5291
Alpha,32aafc71-5bb7-11ed-8a3e-085bd6358b67,2057,7474
Alpha,32aafc9e-5bb7-11ed-8794-085bd6358b67,5197,9921
Gamma,32aafccc-5bb7-11ed-bccb-085bd6358b67,2528,5902
Alpha,32aafcf9-5bb7-11ed-ad98-085bd6358b67,6674,4085
Gamma,32aafd25-5bb7-11ed-a5a2-085bd6358b67,7933,5325
Beta,32aafd54-5bb7-11ed-8a79-085bd6358b67,1037,1459
Delta,32aafd81-5bb7-11ed-b7ea-085bd6358b67,2675,6353
Alpha,32aafdaf-5bb7-11ed-87eb-085bd6358b67,5574,7779
Alpha,32aafddd-5bb7-11ed-be0a-085bd6358b67,7328,7990
Gamma,32aafe0b-5bb7-11ed-8c5e-085bd6358b67,9029,264
Alpha,32aafe38-5bb7-11ed-b27c-085bd6358b67,5248,8266
Beta,32aafe65-5bb7-11ed-b4bd-085bd6358b67,29,4374
Alpha,32aafe91-5bb7-11ed-a7e4-085bd6358b67,250,6258
Beta,32aafebe-5bb7-11ed-9aa6-085bd6358b67,533,761
Gamma,32aafeeb-5bb7-11ed-9a77-085bd6358b67,4974,9077
Beta,32aaff18-5bb7-11ed-b5ce-085bd6358b67,6657,9305
Alpha,32aaff45-5bb7-11ed-ae9b-085bd6358b67,7442,8750
Gamma,32aaff73-5bb7-11ed-90c6-085bd6358b67,7690,4829
Gamma,32aaffb0-5bb7-11ed-9991-085bd6358b67,6111,4728
Alpha,32aaffdf-5bb7-11ed-a9ff-085bd6358b67,9367,5873
Gamma,32ab0011-5bb7-11ed-951d-085bd6358b67,5917,9908
Alpha,32ab003f-5bb7-11ed-9bf0-085bd6358b67,9047,5049
Beta,32ab006d-5bb7-11ed-b350-085bd6358b67,3561,7703
Alpha,32ab009a-5bb7-11ed-9fc9-085bd6358b67,9167,2529
Alpha,32ab00c9-5bb7-11ed-bc9a-085bd6358b67,9022,6904
Beta,32ab00f5-5bb7-11ed-b74d-085bd6358b67,6900,9012
Gamma,32ab0124-5bb7-11ed-976a-085bd6358b67,6611,9583
Gamma,32ab0150-5bb7-11ed-96db-085bd6358b67,8637,4159
Delta,32ab017f-5bb7-11ed-bbcb-085bd6358b67,3126,3860
Gamma,32ab01ba-5bb7-11ed-aac3-085bd6358b67,5983,6932
Beta,32ab01e8-5bb7-11ed-a237-085bd6358b67,2878,1077
Beta,32ab0218-5bb7-11ed-b724-085bd6358b67,6200,9899
Gamma,32ab0246-5bb7-11ed-8e09-085bd6358b67,8730,1701
Delta,32ab0275-5bb7-11ed-b943-085bd6358b67,3265,9274
Gamma,32ab02ad-5bb7-11ed-a3fc-085bd6358b67,7759,1712
Beta,32ab02dd-5bb7-11ed-9051-085bd6358b67,4192,3808
Beta,32ab030c-5bb7-11ed-bfef-085bd6358b67,8626,8218
Delta,32ab033b-5bb7-11ed-b804-085bd6358b67,1898,8246
Delta,32ab0368-5bb7-11ed-98b7-085bd6358b67,6076,6267
Delta,32ab0397-5bb7-11ed-9bd0-085bd6358b67,5435,5735
Alpha,32ab03c3-5bb7-11ed-a1ff-085bd6358b67,1398,1584
Beta,32ab03f1-5bb7-11ed-9e67-085bd6358b67,8417,3604
Delta,32ab041f-5bb7-11ed-afa9-085bd6358b67,3327,82
Alpha,32ab044d-5bb7-11ed-8042-085bd6358b67,8624,9807
Alpha,32ab047b-5bb7-11ed-b9f9-085bd6358b67,4398,6864
Gamma,32ab04ab-5bb7-11ed-b83a-085bd6358b67,8117,2617
Beta,32ab04d8-5bb7-11ed-bab0-085bd6358b67,3510,4631
Gamma,32ab0506-5bb7-11ed-8763-085bd6358b67,6563,389
Delta,32ab0533-5bb7-11ed-a66a-085bd6358b67,3854,60
Beta,32ab0560-5bb7-11ed-9937-085bd6358b67,1172,2182
Alpha,32ab0590-5bb7-11ed-a31a-085bd6358b67,1012,1258
Alpha,32ab05bd-5bb7-11ed-982c-085bd6358b67,1413,172
Delta,32ab05ea-5bb7-11ed-b0e8-085bd6358b67,292,632
Alpha,32ab0617-5bb7-11ed-b92f-085bd6358b67,4108,5424
Beta,32ab0644-5bb7-11ed-a6f3-085bd6358b67,6008,5570
Beta,32ab0671-5bb7-11ed-9634-085bd6358b67,9338,8029
Delta,32ab069f-5bb7-11ed-b3e3-085bd6358b67,1372,2626
Delta,32ab06cc-5bb7-11ed-a506-085bd6358b67,5871,9877
Beta,32ab06f9-5bb7-11ed-a535-085bd6358b67,1378,6234
Gamma,32ab0726-5bb7-11ed-af69-085bd6358b67,2057,7865
Alpha,32ab075e-5bb7-11ed-a5ad-085bd6358b67,4434,4559
Delta,32ab078c-5bb7-11ed-a848-085bd6358b67,8327,3323
Beta,32ab07b9-5bb7-11ed-ad2e-085bd6358b67,8801,3014
Gamma,32ab07e7-5bb7-11ed-b919-085bd6358b67,9669,8463
Alpha,32ab0814-5bb7-11ed-8f48-085bd6358b67,2666,4556
Alpha,32ab0844-5bb7-11ed-9c7e-085bd6358b67,9243,374
Beta,32ab0872-5bb7-11ed-9d75-085bd6358b67,984,8392
Beta,32ab089f-5bb7-11ed-a887-085bd6358b67,7643,1150
Delta,32ab08d0-5bb7-11ed-98f0-085bd6358b67,150,6829
Beta,32ab08fe-5bb7-11ed-aa9b-085bd6358b67,9472,4435
Alpha,32ab092c-5bb7-11ed-8eab-085bd6358b67,3048,6713
Alpha,32ab095a-5bb7-11ed-8062-085bd6358b67,1041,6979
Beta,32ab0987-5bb7-11ed-9293-085bd6358b67,71,1353
Delta,32ab09b3-5bb7-11ed-bac4-085bd6358b67,2706,9066
Alpha,32ab09e0-5bb7-11ed-bc02-085bd6358b67,5521,4176
Alpha,32ab0a0c-5bb7-11ed-ad58-085bd6358b67,4825,4397
Delta,32ab0a39-5bb7-11ed-8404-085bd6358b67,8338,8782
Beta,32ab0a66-5bb7-11ed-889e-085bd6358b67,8518,2719
Beta,32ab0ad1-5bb7-11ed-af5f-085bd6358b67,9355,9082
Gamma,32ab0b00-5bb7-11ed-9517-085bd6358b67,8271,344
Beta,32ab0b30-5bb7-11ed-8aea-085bd6358b67,4744,8895
Delta,32ab0b5e-5bb7-11ed-b092-085bd6358b67,3390,2699
Beta,32ab0b8b-5bb7-11ed-a2ad-085bd6358b67,8450,2419
Delta,32ab0bc4-5bb7-11ed-b76b-085bd6358b67,7107,8693
Delta,32ab0bf2-5bb7-11ed-94aa-085bd6358b67,8980,6176
Alpha,32ab0c1f-5bb7-11ed-9b96-085bd6358b67,937,8707
Gamma,32ab0c4d-5bb7-11ed-9fb7-085bd6358b67,6129,3951
Alpha,32ab0c7b-5bb7-11ed-b58c-085bd6358b67,1875,7235
Delta,32ab0caa-5bb7-11ed-ba82-085bd6358b67,8510,3061
Delta,32ab0cd7-5bb7-11ed-84fb-085bd6358b67,6527,9874
Alpha,32ab0d04-5bb7-11ed-a790-085bd6358b67,1155,1332
Alpha,32ab0d34-5bb7-11ed-9755-085bd6358b67,9923,2316
Delta,32ab0d6c-5bb7-11ed-aca0-085bd6358b67,4342,725
Alpha,32ab0d98-5bb7-11ed-ad4c-085bd6358b67,391,9686
Beta,32ab0dc7-5bb7-11ed-8448-085bd6358b67,5639,2513
Alpha,32ab0df4-5bb7-11ed-a109-085bd6358b67,7109,7997
Gamma,32ab0e23-5bb7-11ed-8d1b-085bd6358b67,374,8948
Alpha,32ab0e4f-5bb7-11ed-a333-085bd6358b67,6259,3361
Beta,32ab0e7c-5bb7-11ed-b208-085bd6358b67,7301,3777
Gamma,32ab0ea9-5bb7-11ed-bb9f-085bd6358b67,9288,2044
Gamma,32ab0edb-5bb7-11ed-ba68-085bd6358b67,2640,213
Beta,32ab0f08-5bb7-11ed-909e-085bd6358b67,595,3524
Gamma,32ab0f40-5bb7-11ed-b099-085bd6358b67,3245,6483
Delta,32ab0f70-5bb7-11ed-b1d1-085bd6358b67,9344,5563
Gamma,32ab0f9e-5bb7-11ed-86f5-085bd6358b67,3365,5443
Delta,32ab0fcb-5bb7-11ed-892f-085bd6358b67,4882,2150
Alpha,32ab0ff8-5bb7-11ed-8ab6-085bd6358b67,7175,833
Delta,32ab1027-5bb7-11ed-a1db-085bd6358b67,1705,2447
Gamma,32ab1053-5bb7-11ed-aa7b-085bd6358b67,4176,4250
Alpha,32ab1080-5bb7-11ed-af7d-085bd6358b67,2280,462
Beta,32ab10ae-5bb7-11ed-9478-085bd6358b67,8036,193
Alpha,32ab10da-5bb7-11ed-921a-085bd6358b67,85,9438
Delta,32ab1108-5bb7-11ed-b9e5-085bd6358b67,7237,3124
Alpha,32ab1134-5bb7-11ed-81a7-085bd6358b67,7669,5612
Beta,32ab1161-5bb7-11ed-8efb-085bd6358b67,2168,9647
Gamma,32ab118f-5bb7-11ed-b4ba-085bd6358b67,2211,2800
Gamma,32ab11be-5bb7-11ed-adad-085bd6358b67,944,5536
Gamma,32ab11ec-5bb7-11ed-982c-085bd6358b67,448,718
Gamma,32ab121a-5bb7-11ed-b760-085bd6358b67,3918,3038
Beta,32ab1247-5bb7-11ed-af7f-085bd6358b67,3069,3986
Delta,32ab1275-5bb7-11ed-a1dd-085bd6358b67,2759,6864
Gamma,32ab12b3-5bb7-11ed-8d64-085bd6358b67,8416,8068
Delta,32ab12f0-5bb7-11ed-9eda-085bd6358b67,8428,29
Beta,32ab1331-5bb7-11ed-9cb7-085bd6358b67,2922,7193
Alpha,32ab1365-5bb7-11ed-ad58-085bd6358b67,7008,9176
Alpha,32ab139e-5bb7-11ed-8f7a-085bd6358b67,6617,4678
Gamma,32ab13cc-5bb7-11ed-9360-085bd6358b67,8595,4078
Gamma,32ab1404-5bb7-11ed-a1ae-085bd6358b67,7176,7544
Gamma,32ab143a-5bb7-11ed-b876-085bd6358b67,664,5015
Beta,32ab1467-5bb7-11ed-b4ab-085bd6358b67,5100,7444
Alpha,32ab1496-5bb7-11ed-946a-085bd6358b67,5729,4297
Gamma,32ab14c5-5bb7-11ed-8089-085bd6358b67,6200,2637
Beta,32ab14f4-5bb7-11ed-96ba-085bd6358b67,2709,8570
Gamma,32ab1522-5bb7-11ed-98cd-085bd6358b67,2044,9788
Delta,32ab154f-5bb7-11ed-a767-085bd6358b67,6850,7456
Gamma,32ab157d-5bb7-11ed-8b73-085bd6358b67,5019,3941
Beta,32ab15ac-5bb7-11ed-8cb4-085bd6358b67,260,983
Alpha,32ab15db-5bb7-11ed-a987-085bd6358b67,1954,1571
Gamma,32ab160a-5bb7-11ed-a4b4-085bd6358b67,3076,1666
Alpha,32ab1637-5bb7-11ed-b2e3-085bd6358b67,1613,3270
Beta,32ab1665-5bb7-11ed-b1d1-085bd6358b67,7092,2170
Gamma,32ab1694-5bb7-11ed-8154-085bd6358b67,3192,4375
Gamma,32ab16c1-5bb7-11ed-9708-085bd6358b67,8661,1838
Alpha,32ab16ef-5bb7-11ed-804b-085bd6358b67,3791,6111
Delta,32ab171e-5bb7-11ed-9dcf-085bd6358b67,7081,9885
Delta,32ab174c-5bb7-11ed-97da-085bd6358b67,8658,9300
Beta,32ab1779-5bb7-11ed-874b-085bd6358b67,1014,9692
Beta,32ab17a7-5bb7-11ed-b738-085bd6358b67,7853,2988
Beta,32ab17d4-5bb7-11ed-bd45-085bd6358b67,8306,4577
Alpha,32ab1803-5bb7-11ed-9328-085bd6358b67,1460,7775
Gamma,32ab1832-5bb7-11ed-ad59-085bd6358b67,8717,9627
Alpha,32ab1860-5bb7-11ed-8ab8-085bd6358b67,8881,8061
Beta,32ab188d-5bb7-11ed-ae87-085bd6358b67,3976,1177
Beta,32ab18bc-5bb7-11ed-83b5-085bd6358b67,4332,4741
Beta,32ab18e9-5bb7-11ed-9594-085bd6358b67,1198,9385
Delta,32ab1928-5bb7-11ed-bc93-085bd6358b67,7674,2281
Alpha,32ab1956-5bb7-11ed-9c59-085bd6358b67,7527,3215
Gamma,32ab1984-5bb7-11ed-b48d-085bd6358b67,4613,3128
Delta,32ab19b2-5bb7-11ed-835b-085bd6358b67,9083,3830
Delta,32ab19df-5bb7-11ed-9310-085bd6358b67,7498,6587
Gamma,32ab1a0c-5bb7-11ed-bd74-085bd6358b67,3832,1907
Alpha,32ab1a3a-5bb7-11ed-a2f6-085bd6358b67,3141,9627
Delta,32ab1a6a-5bb7-11ed-995b-085bd6358b67,4593,9108
Gamma,32ab1aa3-5bb7-11ed-97f5-085bd6358b67,9473,5485
Gamma,32ab1ad3-5bb7-11ed-a32b-085bd6358b67,4415,6199
Alpha,32ab1b01-5bb7-11ed-9755-085bd6358b67,3369,2055
Gamma,32ab1b2f-5bb7-11ed-87b6-085bd6358b67,1719,7865
Alpha,32ab1b5e-5bb7-11ed-8e4a-085bd6358b67,708,9904
Alpha,32ab1b8d-5bb7-11ed-b4eb-085bd6358b67,435,485
Beta,32ab1bba-5bb7-11ed-9678-085bd6358b67,7784,8119
Gamma,32ab1be7-5bb7-11ed-b15d-085bd6358b67,6587,5059
Delta,32ab1c13-5bb7-11ed-826b-085bd6358b67,6954,4229
Gamma,32ab1c40-5bb7-11ed-8080-085bd6358b67,9755,5648
Delta,32ab1c6f-5bb7-11ed-8901-085bd6358b67,4927,5855
Delta,32ab1c9d-5bb7-11ed-90ce-085bd6358b67,9211,9485
Delta,32ab1cca-5bb7-11ed-a9af-085bd6358b67,9346,9372
Gamma,32ab1cf7-5bb7-11ed-9f88-085bd6358b67,2375,7246
Delta,32ab1d23-5bb7-11ed-930b-085bd6358b67,6025,4364
Alpha,32ab1d52-5bb7-11ed-af63-085bd6358b67,3672,4797
Delta,32ab1d80-5bb7-11ed-b42d-085bd6358b67,8672,3370
Alpha,32ab1dad-5bb7-11ed-80ac-085bd6358b67,2864,1484
Beta,32ab1ddc-5bb7-11ed-bec0-085bd6358b67,5171,8102
Delta,32ab1e09-5bb7-11ed-bae2-085bd6358b67,9350,4511
Delta,32ab1e36-5bb7-11ed-b639-085bd6358b67,5576,3466
Alpha,32ab1e62-5bb7-11ed-9063-085bd6358b67,5561,170
Delta,32ab1e90-5bb7-11ed-a5b3-085bd6358b67,6476,485
Alpha,32ab1ed3-5bb7-11ed-bea9-085bd6358b67,9678,4821
Alpha,32ab1f02-5bb7-11ed-8488-085bd6358b67,5478,2745
Alpha,32ab1f2f-5bb7-11ed-ae62-085bd6358b67,1111,1908
Gamma,32ab1f5d-5bb7-11ed-b580-085bd6358b67,6414,1699
Beta,32ab1f8a-5bb7-11ed-834e-085bd6358b67,2682,8461
Beta,32ab1fb8-5bb7-11ed-ad61-085bd6358b67,7326,6877
Delta,32ab1fe5-5bb7-11ed-b2f7-085bd6358b67,6212,8666
Gamma,32ab2014-5bb7-11ed-9cfe-085bd6358b67,6030,2937
Gamma,32ab2044-5bb7-11ed-9141-085bd6358b67,847,1099
Delta,32ab2073-5bb7-11ed-b8a9-085bd6358b67,2509,2644
Alpha,32ab20a0-5bb7-11ed-b8a2-085bd6358b67,2467,4115
Delta,32ab20cd-5bb7-11ed-a5f2-085bd6358b67,951,5462
Alpha,32ab20fa-5bb7-11ed-8e52-085bd6358b67,3963,2403
Beta,32ab2128-5bb7-11ed-8cbd-085bd6358b67,6297,5863
Beta,32ab2155-5bb7-11ed-834a-085bd6358b67,9024,3170
Gamma,32ab2181-5bb7-11ed-b244-085bd6358b67,5082,3590
Beta,32ab21af-5bb7-11ed-9920-085bd6358b67,7400,1844
Alpha,32ab21de-5bb7-11ed-9772-085bd6358b67,6088,2480
Gamma,32ab220a-5bb7-11ed-99d6-085bd6358b67,4316,7297
Beta,32ab223d-5bb7-11ed-ab08-085bd6358b67,4157,1963
Gamma,32ab227a-5bb7-11ed-9a01-085bd6358b67,8571,3328
Gamma,32ab2370-5bb7-11ed-955b-085bd6358b67,9038,4696
Beta,32ab239f-5bb7-11ed-b871-085bd6358b67,9054,5176
Alpha,32ab23ce-5bb7-11ed-93fd-085bd6358b67,62,5901
Alpha,32ab23fd-5bb7-11ed-8b2e-085bd6358b67,5552,9728
Gamma,32ab242a-5bb7-11ed-9406-085bd6358b67,3065,2659
Beta,32ab2458-5bb7-11ed-9e69-085bd6358b67,7464,5076
Alpha,32ab2486-5bb7-11ed-a666-085bd6358b67,3483,5201
Beta,32ab24b5-5bb7-11ed-96af-085bd6358b67,2090,8051
Alpha,32ab24e1-5bb7-11ed-a933-085bd6358b67,7398,4442
Alpha,32ab2510-5bb7-11ed-9781-085bd6358b67,7432,1608
Delta,32ab253e-5bb7-11ed-9af2-085bd6358b67,3847,4245
Alpha,32ab2575-5bb7-11ed-8fce-085bd6358b67,3650,855
Alpha,32ab25a3-5bb7-11ed-876c-085bd6358b67,8104,1139
Gamma,32ab25d3-5bb7-11ed-a498-085bd6358b67,6686,6235
Gamma,32ab2602-5bb7-11ed-9a98-085bd6358b67,4581,6250
Beta,32ab262f-5bb7-11ed-a72f-085bd6358b67,6504,8210
Delta,32ab265c-5bb7-11ed-8045-085bd6358b67,3589,539
Delta,32ab268b-5bb7-11ed-ae2b-085bd6358b67,9134,7605
Alpha,32ab26ba-5bb7-11ed-895d-085bd6358b67,7509,2212
Beta,32ab26e7-5bb7-11ed-b696-085bd6358b67,4836,9305
Delta,32ab2715-5bb7-11ed-a047-085bd6358b67,664,7813
Alpha,32ab2745-5bb7-11ed-8e71-085bd6358b67,2315,5083
Beta,32ab2772-5bb7-11ed-a448-085bd6358b67,5282,7112
Alpha,32ab27a0-5bb7-11ed-a11f-085bd6358b67,2513,5867
Delta,32ab27cc-5bb7-11ed-9b9f-085bd6358b67,1006,141
Beta,32ab27fa-5bb7-11ed-b432-085bd6358b67,672,6648
Delta,32ab2829-5bb7-11ed-aa3d-085bd6358b67,9687,9641
Alpha,32ab2856-5bb7-11ed-8c39-085bd6358b67,8779,2709
Beta,32ab2883-5bb7-11ed-a96e-085bd6358b67,9694,7909
Delta,32ab28b1-5bb7-11ed-93bb-085bd6358b67,8795,4981
Delta,32ab28de-5bb7-11ed-a51f-085bd6358b67,3098,581
Alpha,32ab290c-5bb7-11ed-a536-085bd6358b67,7436,2491
Beta,32ab2938-5bb7-11ed-8c13-085bd6358b67,1585,3947
Alpha,32ab2965-5bb7-11ed-bc3c-085bd6358b67,3207,8786
Gamma,32ab2993-5bb7-11ed-8153-085bd6358b67,7038,3604
Beta,32ab29c0-5bb7-11ed-a221-085bd6358b67,5640,1478
Delta,32ab29ee-5bb7-11ed-b69a-085bd6358b67,7707,9292
Alpha,32ab2a1d-5bb7-11ed-be3f-085bd6358b67,3199,2300
Beta,32ab2a4c-5bb7-11ed-a3bf-085bd6358b67,8281,2213
Beta,32ab2a7b-5bb7-11ed-b20b-085bd6358b67,8190,1227
Delta,32ab2aa8-5bb7-11ed-afad-085bd6358b67,9024,8500
Alpha,32ab2ae1-5bb7-11ed-84ad-085bd6358b67,1161,947
Gamma,32ab2b1b-5bb7-11ed-967e-085bd6358b67,1510,8816
Alpha,32ab2b49-5bb7-11ed-b2a2-085bd6358b67,7698,8880
Gamma,32ab2b78-5bb7-11ed-94cc-085bd6358b67,7872,1366
Beta,32ab2ba6-5bb7-11ed-91d3-085bd6358b67,8646,2342
Alpha,32ab2bd3-5bb7-11ed-91f2-085bd6358b67,5402,6599
Alpha,32ab2c02-5bb7-11ed-bbe4-085bd6358b67,8048,708
Beta,32ab2c33-5bb7-11ed-a127-085bd6358b67,1441,5226
Gamma,32ab2c60-5bb7-11ed-bba7-085bd6358b67,9703,1050
Alpha,32ab2c8d-5bb7-11ed-aa1f-085bd6358b67,7685,8112
Delta,32ab2cbb-5bb7-11ed-8601-085bd6358b67,3534,6074
Delta,32ab2cef-5bb7-11ed-91ab-085bd6358b67,9860,7950
