Category,ID,X,Y
Beta,1c8fb7d5-5bf7-11ed-a1b6-085bd6358b67,9973,8753
Gamma,1c8fb86c-5bf7-11ed-9ba4-085bd6358b67,3914,1268
Delta,1c8fb906-5bf7-11ed-87d5-085bd6358b67,4368,2840
Beta,1c8fb99e-5bf7-11ed-889b-085bd6358b67,9521,6512
Beta,1c8fba3a-5bf7-11ed-a8a6-085bd6358b67,143,498
Beta,1c8fbad5-5bf7-11ed-9c29-085bd6358b67,9955,9340
Delta,1c8fbb71-5bf7-11ed-b554-085bd6358b67,2608,6358
Alpha,1c8fbc0b-5bf7-11ed-aa53-085bd6358b67,9272,1891
Alpha,1c8fbcb8-5bf7-11ed-b5ab-085bd6358b67,4094,7823
Beta,1c8fbd54-5bf7-11ed-addb-085bd6358b67,7733,3329
Gamma,1c8fbdef-5bf7-11ed-a450-085bd6358b67,1691,2000
Delta,1c8fbe86-5bf7-11ed-84bb-085bd6358b67,7789,99
Delta,1c8fbf1f-5bf7-11ed-9f68-085bd6358b67,7739,2452
Gamma,1c8fbfbc-5bf7-11ed-8a79-085bd6358b67,9711,4080
Delta,1c8fc05a-5bf7-11ed-848c-085bd6358b67,9356,379
Gamma,1c8fc0f4-5bf7-11ed-a819-085bd6358b67,8665,50
Gamma,1c8fc191-5bf7-11ed-bf88-085bd6358b67,3598,8649
Gamma,1c8fc229-5bf7-11ed-984a-085bd6358b67,2464,8204
Gamma,1c8fc2c5-5bf7-11ed-a80f-085bd6358b67,8498,9185
Gamma,1c8fc365-5bf7-11ed-a80d-085bd6358b67,4575,3777
Delta,1c8fc3ff-5bf7-11ed-a3d9-085bd6358b67,5135,7110
Beta,1c8fc49c-5bf7-11ed-b865-085bd6358b67,1874,8646
Delta,1c8fc53a-5bf7-11ed-9f80-085bd6358b67,6247,6299
Beta,1c8fc5d4-5bf7-11ed-a255-085bd6358b67,967,7735
Beta,1c8fc671-5bf7-11ed-9c6c-085bd6358b67,9204,3052
Alpha,1c8fc709-5bf7-11ed-8794-085bd6358b67,6287,7147
Gamma,1c8fc7a2-5bf7-11ed-82bf-085bd6358b67,82,2235
Beta,1c8fc83f-5bf7-11ed-80b4-085bd6358b67,3009,757
Beta,1c8fc8d9-5bf7-11ed-8bd9-085bd6358b67,5027,3149
Gamma,1c8fc972-5bf7-11ed-af66-085bd6358b67,7209,1374
Alpha,1c8fca17-5bf7-11ed-a79f-085bd6358b67,1669,1974
Beta,1c8fcab4-5bf7-11ed-a434-085bd6358b67,1300,4438
Delta,1c8fcb4c-5bf7-11ed-8373-085bd6358b67,8374,199
Beta,1c8fcbe4-5bf7-11ed-aa2c-085bd6358b67,9306,5755
Delta,1c8fcc81-5bf7-11ed-a7ac-085bd6358b67,5669,7799
Alpha,1c8fcd1c-5bf7-11ed-9165-085bd6358b67,7355,493
Delta,1c8fcdb6-5bf7-11ed-97f8-085bd6358b67,8221,6480
Alpha,1c8fce4e-5bf7-11ed-a2a2-085bd6358b67,9348,1430
Beta,1c8fcee8-5bf7-11ed-ba98-085bd6358b67,3808,9492
Gamma,1c8fcf83-5bf7-11ed-bf04-085bd6358b67,5814,5467
Delta,1c8fd036-5bf7-11ed-b220-085bd6358b67,9850,9595
Gamma,1c8fd0d2-5bf7-11ed-853d-085bd6358b67,8822,5873
Gamma,1c8fd172-5bf7-11ed-8b62-085bd6358b67,1576,2662
Beta,1c8fd27c-5bf7-11ed-9905-085bd6358b67,8827,399
Alpha,1c8fd32d-5bf7-11ed-8267-085bd6358b67,4497,8221
Beta,1c8fd3c9-5bf7-11ed-bd9e-085bd6358b67,7054,6040
Alpha,1c8fd466-5bf7-11ed-b2e3-085bd6358b67,8994,9664
Gamma,1c8fd4fe-5bf7-11ed-a689-085bd6358b67,8403,5024
Beta,1c8fd59d-5bf7-11ed-b202-085bd6358b67,2562,8709
Beta,1c8fd634-5bf7-11ed-908c-085bd6358b67,6598,4822
Delta,1c8fd6d0-5bf7-11ed-b281-085bd6358b67,7690,594
Delta,1c8fd76a-5bf7-11ed-973e-085bd6358b67,4537,2857
Delta,1c8fd806-5bf7-11ed-8132-085bd6358b67,2463,16
Delta,1c8fd8a1-5bf7-11ed-ad98-085bd6358b67,9292,7412
Delta,1c8fd938-5bf7-11ed-9404-085bd6358b67,9282,9191
Gamma,1c8fd9d7-5bf7-11ed-be4d-085bd6358b67,7412,8870
Delta,1c8fda74-5bf7-11ed-a409-085bd6358b67,4364,4456
Delta,1c8fdb13-5bf7-11ed-9898-085bd6358b67,9624,2517
Beta,1c8fdbae-5bf7-11ed-8f16-085bd6358b67,6130,9077
Beta,1c8fdc45-5bf7-11ed-8b05-085bd6358b67,2942,5088
Beta,1c8fdce1-5bf7-11ed-ae1f-085bd6358b67,7752,3546
Alpha,1c8fdd7a-5bf7-11ed-8647-085bd6358b67,5260,3675
Beta,1c8fde16-5bf7-11ed-bf5c-085bd6358b67,9149,8220
Gamma,1c8fdeb0-5bf7-11ed-bc5d-085bd6358b67,7216,4020
Beta,1c8fdf49-5bf7-11ed-b6d0-085bd6358b67,6954,134
Alpha,1c8fdfe6-5bf7-11ed-bc04-085bd6358b67,9608,6827
Alpha,1c8fe07f-5bf7-11ed-a06b-085bd6358b67,5260,5436
Beta,1c8fe11d-5bf7-11ed-93d3-085bd6358b67,2261,3119
Alpha,1c8fe1bd-5bf7-11ed-844d-085bd6358b67,6265,8015
Beta,1c8fe255-5bf7-11ed-9008-085bd6358b67,502,4587
Gamma,1c8fe2ec-5bf7-11ed-96ae-085bd6358b67,8037,3645
Beta,1c8fe396-5bf7-11ed-94a3-085bd6358b67,6711,6710
Delta,1c8fe42f-5bf7-11ed-8617-085bd6358b67,2996,8679
Beta,1c8fe4ca-5bf7-11ed-b4e2-085bd6358b67,2714,635
Delta,1c8fe568-5bf7-11ed-b1b2-085bd6358b67,2564,5081
Alpha,1c8fe608-5bf7-11ed-a708-085bd6358b67,3891,1476
Delta,1c8fe69f-5bf7-11ed-9b4d-085bd6358b67,6413,759
Alpha,1c8fe73c-5bf7-11ed-bf0a-085bd6358b67,1474,2937
Gamma,1c8fe7d4-5bf7-11ed-998f-085bd6358b67,6896,4202
Beta,1c8fe86c-5bf7-11ed-a31c-085bd6358b67,3839,9142
Beta,1c8fe906-5bf7-11ed-b85f-085bd6358b67,7246,1513
Delta,1c8fe9ac-5bf7-11ed-b68e-085bd6358b67,8029,4587
Beta,1c8fea45-5bf7-11ed-ab13-085bd6358b67,946,8192
Delta,1c8feaea-5bf7-11ed-bae1-085bd6358b67,921,8891
Gamma,1c8feb85-5bf7-11ed-9e18-085bd6358b67,8546,3288
Delta,1c8fec1c-5bf7-11ed-8374-085bd6358b67,8246,8457
Alpha,1c8fecb5-5bf7-11ed-968b-085bd6358b67,9197,4317
Gamma,1c8fed4c-5bf7-11ed-8a3d-085bd6358b67,9288,6909
Delta,1c8fede3-5bf7-11ed-86ae-085bd6358b67,2899,6319
Alpha,1c8fee79-5bf7-11ed-a7e0-085bd6358b67,1242,7852
Beta,1c8fef14-5bf7-11ed-aa33-085bd6358b67,4706,2092
Alpha,1c8fefad-5bf7-11ed-8a89-085bd6358b67,5873,1260
Delta,1c8ff044-5bf7-11ed-9044-085bd6358b67,2189,9274
Beta,1c8ff0da-5bf7-11ed-8808-085bd6358b67,3335,2997
Gamma,1c8ff17c-5bf7-11ed-b344-085bd6358b67,4350,485
Gamma,1c8ff217-5bf7-11ed-9cd9-085bd6358b67,7221,1439
Gamma,1c8ff2b0-5bf7-11ed-b01e-085bd6358b67,5058,1371
Beta,1c8ff348-5bf7-11ed-89a0-085bd6358b67,1215,1196
Delta,1c8ff3e2-5bf7-11ed-a995-085bd6358b67,9362,4891
Delta,1c8ff47c-5bf7-11ed-b314-085bd6358b67,3655,7304
Gamma,1c8ff515-5bf7-11ed-8e46-085bd6358b67,6343,86
Beta,1c8ff5af-5bf7-11ed-b07e-085bd6358b67,9785,4026
Delta,1c8ff648-5bf7-11ed-a691-085bd6358b67,5453,1070
Delta,1c8ff6ea-5bf7-11ed-bedb-085bd6358b67,2523,3156
Gamma,1c8ff784-5bf7-11ed-931e-085bd6358b67,9465,847
Alpha,1c8ff81b-5bf7-11ed-874f-085bd6358b67,2046,2043
Alpha,1c8ff8b6-5bf7-11ed-b880-085bd6358b67,2476,8562
Gamma,1c8ff950-5bf7-11ed-a60c-085bd6358b67,451,8612
Gamma,1c8ff9e9-5bf7-11ed-bfbf-085bd6358b67,4969,8480
Alpha,1c8ffa83-5bf7-11ed-a6e4-085bd6358b67,3849,4879
Gamma,1c8ffb1d-5bf7-11ed-867e-085bd6358b67,8855,1818
Delta,1c8ffbb5-5bf7-11ed-8c63-085bd6358b67,6064,8607
Delta,1c8ffc55-5bf7-11ed-9028-085bd6358b67,5277,1731
Gamma,1c8ffced-5bf7-11ed-ac86-085bd6358b67,5535,7420
Gamma,1c8ffd86-5bf7-11ed-ba6a-085bd6358b67,677,9591
Beta,1c8ffe1e-5bf7-11ed-80e9-085bd6358b67,3716,8667
Alpha,1c8ffeb6-5bf7-11ed-a957-085bd6358b67,1392,9471
Alpha,1c8fff4d-5bf7-11ed-ac0d-085bd6358b67,2210,5953
Gamma,1c8fffe4-5bf7-11ed-9b0d-085bd6358b67,8656,9839
Beta,1c90007d-5bf7-11ed-9bee-085bd6358b67,5897,1424
Delta,1c900115-5bf7-11ed-960e-085bd6358b67,8133,7603
Gamma,1c9001ae-5bf7-11ed-a5ff-085bd6358b67,6357,4756
Delta,1c900246-5bf7-11ed-8ab8-085bd6358b67,5531,9973
Alpha,1c9002de-5bf7-11ed-80f7-085bd6358b67,2168,7492
Gamma,1c900379-5bf7-11ed-92d6-085bd6358b67,5167,1962
Gamma,1c90042e-5bf7-11ed-90fd-085bd6358b67,4876,9719
Gamma,1c9004c9-5bf7-11ed-8352-085bd6358b67,6147,6688
Alpha,1c900561-5bf7-11ed-9d3b-085bd6358b67,1169,1155
Alpha,1c9005fe-5bf7-11ed-be62-085bd6358b67,3671,2325
Gamma,1c900696-5bf7-11ed-bbc7-085bd6358b67,4718,5984
Gamma,1c90072d-5bf7-11ed-8967-085bd6358b67,8696,8694
Gamma,1c9007c4-5bf7-11ed-a53f-085bd6358b67,9974,771
Beta,1c90085d-5bf7-11ed-aeda-085bd6358b67,5741,3706
Beta,1c9008f3-5bf7-11ed-bd20-085bd6358b67,999,4709
Beta,1c9009a3-5bf7-11ed-8133-085bd6358b67,509,7002
Beta,1c900a43-5bf7-11ed-8197-085bd6358b67,9638,9158
Alpha,1c900adc-5bf7-11ed-8917-085bd6358b67,5398,3507
Beta,1c900b74-5bf7-11ed-8a45-085bd6358b67,2607,5658
Delta,1c900c0d-5bf7-11ed-aff5-085bd6358b67,5885,9855
Gamma,1c900ca4-5bf7-11ed-b74c-085bd6358b67,8606,4029
Alpha,1c900d54-5bf7-11ed-8136-085bd6358b67,4368,3985
Delta,1c900e04-5bf7-11ed-818e-085bd6358b67,9673,5584
Beta,1c900ead-5bf7-11ed-a730-085bd6358b67,1230,4325
Delta,1c900f4a-5bf7-11ed-93e9-085bd6358b67,4619,9199
Delta,1c900fe4-5bf7-11ed-a0b7-085bd6358b67,8011,8904
Gamma,1c90107d-5bf7-11ed-837a-085bd6358b67,2597,8316
Beta,1c901117-5bf7-11ed-9532-085bd6358b67,7579,6959
Gamma,1c9011af-5bf7-11ed-86ee-085bd6358b67,1074,3819
Alpha,1c90124a-5bf7-11ed-ad43-085bd6358b67,7163,7978
Gamma,1c9012e4-5bf7-11ed-af50-085bd6358b67,1355,2933
Gamma,1c90137c-5bf7-11ed-a19d-085bd6358b67,50,4412
Alpha,1c901415-5bf7-11ed-9f7e-085bd6358b67,1561,9469
Alpha,1c9014b6-5bf7-11ed-8de4-085bd6358b67,4754,3818
Beta,1c90154f-5bf7-11ed-991f-085bd6358b67,841,9559
Delta,1c9015ed-5bf7-11ed-9c90-085bd6358b67,1012,3796
Gamma,1c901689-5bf7-11ed-b7f6-085bd6358b67,8103,5593
Delta,1c901725-5bf7-11ed-a433-085bd6358b67,5584,3623
Gamma,1c9017c0-5bf7-11ed-90f9-085bd6358b67,9120,3277
Beta,1c90185a-5bf7-11ed-8062-085bd6358b67,9510,4632
Beta,1c9018f4-5bf7-11ed-a8ec-085bd6358b67,6487,622
Delta,1c90198e-5bf7-11ed-8935-085bd6358b67,7617,3395
Alpha,1c901a28-5bf7-11ed-a360-085bd6358b67,7993,3647
Delta,1c901ac7-5bf7-11ed-b9ed-085bd6358b67,4092,2968
Beta,1c901b60-5bf7-11ed-a54c-085bd6358b67,200,4516
Gamma,1c901c00-5bf7-11ed-81ec-085bd6358b67,9824,6731
Delta,1c901ca8-5bf7-11ed-8284-085bd6358b67,3258,3217
Alpha,1c901d52-5bf7-11ed-8dd2-085bd6358b67,7727,217
Delta,1c901ded-5bf7-11ed-b1a8-085bd6358b67,8799,1444
Alpha,1c901e94-5bf7-11ed-808f-085bd6358b67,7694,9746
Alpha,1c901f35-5bf7-11ed-b7ec-085bd6358b67,6397,8494
Gamma,1c901fcf-5bf7-11ed-938f-085bd6358b67,6104,1346
Beta,1c90206a-5bf7-11ed-957f-085bd6358b67,8112,1253
Delta,1c902105-5bf7-11ed-a872-085bd6358b67,2344,8372
Gamma,1c9021a2-5bf7-11ed-8329-085bd6358b67,5388,7177
Alpha,1c90223d-5bf7-11ed-bafe-085bd6358b67,3701,6548
Delta,1c9022df-5bf7-11ed-b224-085bd6358b67,1305,9313
Gamma,1c90237f-5bf7-11ed-b8b4-085bd6358b67,3140,5913
Beta,1c902418-5bf7-11ed-ad26-085bd6358b67,3661,8938
Beta,1c9024b1-5bf7-11ed-ab56-085bd6358b67,7593,7559
Gamma,1c902555-5bf7-11ed-bfee-085bd6358b67,6861,6916
Alpha,1c9025ef-5bf7-11ed-a175-085bd6358b67,5391,4510
Delta,1c902688-5bf7-11ed-bc12-085bd6358b67,9452,4753
Gamma,1c902724-5bf7-11ed-bf84-085bd6358b67,9223,6346
Gamma,1c9027bc-5bf7-11ed-8d45-085bd6358b67,2851,4894
Alpha,1c902856-5bf7-11ed-b2c1-085bd6358b67,8359,4462
Alpha,1c9028f0-5bf7-11ed-847f-085bd6358b67,4317,6128
Gamma,1c90298c-5bf7-11ed-b5d2-085bd6358b67,4431,8014
Beta,1c902a2a-5bf7-11ed-89c3-085bd6358b67,125,1588
Alpha,1c902ac2-5bf7-11ed-b111-085bd6358b67,2275,148
Delta,1c902b60-5bf7-11ed-bcd1-085bd6358b67,9822,3383
Beta,1c902bfa-5bf7-11ed-97b7-085bd6358b67,297,3343
Delta,1c902c9d-5bf7-11ed-a35c-085bd6358b67,2953,3075
Gamma,1c902d38-5bf7-11ed-9579-085bd6358b67,9613,1200
Gamma,1c902dd2-5bf7-11ed-a816-085bd6358b67,9232,1169
Alpha,1c902e6b-5bf7-11ed-a98c-085bd6358b67,2063,6602
Gamma,1c902f03-5bf7-11ed-bfd1-085bd6358b67,1748,9331
Gamma,1c902f9f-5bf7-11ed-b3f5-085bd6358b67,6126,2659
Beta,1c903043-5bf7-11ed-ad4d-085bd6358b67,3706,1602
Gamma,1c9030de-5bf7-11ed-ac1a-085bd6358b67,2118,1967
Beta,1c903176-5bf7-11ed-8bd7-085bd6358b67,6263,4911
Alpha,1c903211-5bf7-11ed-b6c0-085bd6358b67,1032,9345
Delta,1c9032c2-5bf7-11ed-83f6-085bd6358b67,3847,2689
Alpha,1c903361-5bf7-11ed-a15a-085bd6358b67,789,8147
Gamma,1c9033fa-5bf7-11ed-912c-085bd6358b67,6185,5907
Alpha,1c903498-5bf7-11ed-ab35-085bd6358b67,1559,553
Gamma,1c903530-5bf7-11ed-8299-085bd6358b67,4392,3300
Beta,1c9035c9-5bf7-11ed-bc03-085bd6358b67,161,7500
Alpha,1c903666-5bf7-11ed-aa8e-085bd6358b67,2781,7575
Beta,1c903703-5bf7-11ed-8c22-085bd6358b67,4037,4853
Delta,1c90379b-5bf7-11ed-a1e0-085bd6358b67,4547,9396
Beta,1c903833-5bf7-11ed-bdd9-085bd6358b67,8013,3659
Alpha,1c9038e2-5bf7-11ed-b05d-085bd6358b67,3188,5932
Beta,1c90397d-5bf7-11ed-8aa3-085bd6358b67,8597,3094
Alpha,1c903a19-5bf7-11ed-a07c-085bd6358b67,3153,35
Alpha,1c903ab8-5bf7-11ed-8601-085bd6358b67,4528,7421
Alpha,1c903b4f-5bf7-11ed-a5cd-085bd6358b67,7217,4291
Alpha,1c903be8-5bf7-11ed-9dc8-085bd6358b67,3642,5938
Delta,1c903c86-5bf7-11ed-8604-085bd6358b67,5004,1075
Beta,1c903d1f-5bf7-11ed-850d-085bd6358b67,6573,5300
Delta,1c903dba-5bf7-11ed-8a3b-085bd6358b67,4456,6234
Gamma,1c903e50-5bf7-11ed-b841-085bd6358b67,1087,2842
Beta,1c903eec-5bf7-11ed-80b4-085bd6358b67,9737,5628
Delta,1c903f85-5bf7-11ed-993d-085bd6358b67,7760,3686
Alpha,1c904020-5bf7-11ed-870e-085bd6358b67,1531,8763
Beta,1c9040bc-5bf7-11ed-8ce4-085bd6358b67,1518,2750
Alpha,1c904155-5bf7-11ed-b868-085bd6358b67,2414,6727
Alpha,1c9041ec-5bf7-11ed-8549-085bd6358b67,9868,2972
Alpha,1c904286-5bf7-11ed-a7ba-085bd6358b67,3197,7490
Delta,1c904320-5bf7-11ed-91b9-085bd6358b67,6762,2238
Alpha,1c9043c8-5bf7-11ed-916d-085bd6358b67,555,351
Beta,1c90445f-5bf7-11ed-bb5a-085bd6358b67,9458,849
Beta,1c9044f6-5bf7-11ed-989d-085bd6358b67,3308,7259
Beta,1c90458f-5bf7-11ed-8cda-085bd6358b67,2383,4029
Gamma,1c90462a-5bf7-11ed-9162-085bd6358b67,1944,5564
Delta,1c9046c4-5bf7-11ed-8f4d-085bd6358b67,1635,1043
Gamma,1c90475e-5bf7-11ed-a086-085bd6358b67,9208,8115
Gamma,1c9047f5-5bf7-11ed-a5df-085bd6358b67,4115,2586
Alpha,1c904890-5bf7-11ed-81ff-085bd6358b67,7658,5462
Alpha,1c904928-5bf7-11ed-8cf5-085bd6358b67,2986,3082
Alpha,1c9049c4-5bf7-11ed-8626-085bd6358b67,6065,9354
Alpha,1c904b25-5bf7-11ed-90f9-085bd6358b67,4752,4633
Alpha,1c904bc2-5bf7-11ed-9302-085bd6358b67,9114,858
Gamma,1c904c5e-5bf7-11ed-8a81-085bd6358b67,4669,9693
Gamma,1c904cf7-5bf7-11ed-8e84-085bd6358b67,5372,6943
Beta,1c904d93-5bf7-11ed-9d09-085bd6358b67,8204,6402
Delta,1c904e38-5bf7-11ed-b99e-085bd6358b67,1329,9453
Beta,1c904ed1-5bf7-11ed-95d6-085bd6358b67,6965,4640
Alpha,1c904f6a-5bf7-11ed-9f79-085bd6358b67,2531,4299
Alpha,1c905003-5bf7-11ed-a089-085bd6358b67,9805,9616
Alpha,1c9050af-5bf7-11ed-83ec-085bd6358b67,8172,4029
Delta,1c90514a-5bf7-11ed-a3b8-085bd6358b67,3455,9466
Alpha,1c9051e5-5bf7-11ed-9974-085bd6358b67,6817,7121
Delta,1c90527d-5bf7-11ed-b40b-085bd6358b67,5209,3074
Gamma,1c905323-5bf7-11ed-aa4b-085bd6358b67,5670,6473
Beta,1c9053bd-5bf7-11ed-b845-085bd6358b67,9994,5270
Delta,1c90545e-5bf7-11ed-b487-085bd6358b67,7061,3426
Beta,1c9054f9-5bf7-11ed-a133-085bd6358b67,2533,1157
Delta,1c905590-5bf7-11ed-b431-085bd6358b67,8858,5036
Beta,1c905628-5bf7-11ed-9cdb-085bd6358b67,4136,1216
Alpha,1c9056bf-5bf7-11ed-baee-085bd6358b67,4938,3542
Alpha,1c905767-5bf7-11ed-92b7-085bd6358b67,6255,1967
Delta,1c9057ff-5bf7-11ed-885b-085bd6358b67,9505,2410
Alpha,1c90589b-5bf7-11ed-a84c-085bd6358b67,7942,5667
Alpha,1c905935-5bf7-11ed-acb4-085bd6358b67,4793,3977
Alpha,1c9059d1-5bf7-11ed-947e-085bd6358b67,2317,1090
Alpha,1c905a6d-5bf7-11ed-9280-085bd6358b67,7209,7253
Alpha,1c905b0f-5bf7-11ed-b0a8-085bd6358b67,9449,1682
Alpha,1c905bbe-5bf7-11ed-9abc-085bd6358b67,3450,5558
Beta,1c905c5f-5bf7-11ed-86ba-085bd6358b67,9832,7171
Alpha,1c905cfd-5bf7-11ed-bd6e-085bd6358b67,973,1735
Beta,1c905d98-5bf7-11ed-8f86-085bd6358b67,3165,6961
Beta,1c905e34-5bf7-11ed-923f-085bd6358b67,3544,1802
Beta,1c905ecf-5bf7-11ed-8594-085bd6358b67,2803,3508
Delta,1c905f66-5bf7-11ed-b963-085bd6358b67,6491,5148
Beta,1c906006-5bf7-11ed-b324-085bd6358b67,3946,149
Alpha,1c90609f-5bf7-11ed-a06b-085bd6358b67,9045,133
Beta,1c90613b-5bf7-11ed-88e8-085bd6358b67,3597,5107
Delta,1c9061da-5bf7-11ed-a469-085bd6358b67,4188,5431
Delta,1c906273-5bf7-11ed-a316-085bd6358b67,8101,1845
Alpha,1c906310-5bf7-11ed-b673-085bd6358b67,437,7267
Alpha,1c9063ab-5bf7-11ed-8821-085bd6358b67,8453,742
Delta,1c906442-5bf7-11ed-bdda-085bd6358b67,5198,4461
Gamma,1c9064dc-5bf7-11ed-b17c-085bd6358b67,8381,4773
Beta,1c906573-5bf7-11ed-a8c2-085bd6358b67,507,4692
Delta,1c90660d-5bf7-11ed-8acd-085bd6358b67,4979,3773
Alpha,1c9066a9-5bf7-11ed-87b1-085bd6358b67,8473,9248
Beta,1c906742-5bf7-11ed-bc13-085bd6358b67,5077,2538
Beta,1c9067d9-5bf7-11ed-9369-085bd6358b67,9298,7970
Delta,1c906870-5bf7-11ed-859d-085bd6358b67,1529,3432
Beta,1c906908-5bf7-11ed-89f6-085bd6358b67,1015,2961
Alpha,1c9069a5-5bf7-11ed-9db9-085bd6358b67,6236,37
Alpha,1c906a42-5bf7-11ed-8178-085bd6358b67,7506,98
Gamma,1c906ae8-5bf7-11ed-baca-085bd6358b67,1637,6836
Delta,1c906b80-5bf7-11ed-b4da-085bd6358b67,1844,692
Beta,1c906c19-5bf7-11ed-8147-085bd6358b67,7328,1481
Gamma,1c906cb0-5bf7-11ed-8573-085bd6358b67,7832,875
Delta,1c906d4a-5bf7-11ed-ac98-085bd6358b67,6239,4136
Gamma,1c906df2-5bf7-11ed-a771-085bd6358b67,5589,3826
Beta,1c906eee-5bf7-11ed-a069-085bd6358b67,4597,7122
Delta,1c906f90-5bf7-11ed-821a-085bd6358b67,50,9981
Gamma,1c90702d-5bf7-11ed-9240-085bd6358b67,3381,3471
Delta,1c9070c8-5bf7-11ed-bb69-085bd6358b67,993,8199
Alpha,1c907168-5bf7-11ed-b02d-085bd6358b67,2215,5545
Gamma,1c907205-5bf7-11ed-b0ef-085bd6358b67,8251,4411
Gamma,1c9072a2-5bf7-11ed-8ba4-085bd6358b67,976,5721
Beta,1c90733c-5bf7-11ed-8691-085bd6358b67,2651,7833
Alpha,1c9073d3-5bf7-11ed-92bd-085bd6358b67,2121,8928
Delta,1c90746a-5bf7-11ed-af0d-085bd6358b67,7657,7270
Gamma,1c907503-5bf7-11ed-9901-085bd6358b67,1526,6898
Delta,1c90759b-5bf7-11ed-9278-085bd6358b67,7219,3954
Alpha,1c907632-5bf7-11ed-80e5-085bd6358b67,4970,4867
Delta,1c9076ca-5bf7-11ed-b0c4-085bd6358b67,9894,5791
Gamma,1c907769-5bf7-11ed-9b5b-085bd6358b67,682,1446
Alpha,1c907803-5bf7-11ed-928c-085bd6358b67,163,8703
Alpha,1c90789c-5bf7-11ed-9b6e-085bd6358b67,1240,4600
Gamma,1c907935-5bf7-11ed-9743-085bd6358b67,7581,8133
Beta,1c9079cb-5bf7-11ed-a056-085bd6358b67,5452,8022
Alpha,1c907a66-5bf7-11ed-8835-085bd6358b67,3549,1647
Beta,1c907aff-5bf7-11ed-a216-085bd6358b67,8780,2139
Beta,1c907b96-5bf7-11ed-8586-085bd6358b67,986,9906
Delta,1c907c53-5bf7-11ed-ab50-085bd6358b67,6207,4525
Beta,1c907ced-5bf7-11ed-815a-085bd6358b67,1419,8294
Beta,1c907d8b-5bf7-11ed-af4f-085bd6358b67,1961,4852
Gamma,1c907e31-5bf7-11ed-b210-085bd6358b67,179,6951
Alpha,1c907ec8-5bf7-11ed-9dc6-085bd6358b67,8400,4881
Alpha,1c907f61-5bf7-11ed-90ed-085bd6358b67,5857,5767
Gamma,1c907ffd-5bf7-11ed-9557-085bd6358b67,2299,330
Gamma,1c908095-5bf7-11ed-bd8b-085bd6358b67,521,5074
Beta,1c908130-5bf7-11ed-8eba-085bd6358b67,3996,66
Alpha,1c9081cb-5bf7-11ed-93c7-085bd6358b67,6436,7002
Delta,1c908264-5bf7-11ed-8c64-085bd6358b67,7727,2991
Delta,1c908301-5bf7-11ed-9020-085bd6358b67,6583,7095
Beta,1c9083a1-5bf7-11ed-b3ea-085bd6358b67,1327,3683
Delta,1c90845c-5bf7-11ed-adc8-085bd6358b67,9581,6162
Beta,1c90850d-5bf7-11ed-8386-085bd6358b67,5748,3417
Beta,1c9085b7-5bf7-11ed-9858-085bd6358b67,5117,6162
Gamma,1c908651-5bf7-11ed-a71f-085bd6358b67,8086,9854
Alpha,1c9086e8-5bf7-11ed-97ea-085bd6358b67,3867,7687
Delta,1c908780-5bf7-11ed-a77c-085bd6358b67,8876,4749
Delta,1c908817-5bf7-11ed-8b97-085bd6358b67,3160,1857
Alpha,1c9088c8-5bf7-11ed-ac1e-085bd6358b67,2487,9742
Alpha,1c908966-5bf7-11ed-a1a7-085bd6358b67,255,7607
Beta,1c908a06-5bf7-11ed-a9d3-085bd6358b67,5002,2611
Gamma,1c908a9e-5bf7-11ed-accd-085bd6358b67,6078,9974
Gamma,1c908b37-5bf7-11ed-a1f1-085bd6358b67,8721,8192
Gamma,1c908bd0-5bf7-11ed-a4fb-085bd6358b67,2135,1301
Delta,1c908c69-5bf7-11ed-b013-085bd6358b67,2783,13
Gamma,1c908d06-5bf7-11ed-898b-085bd6358b67,3911,1164
Alpha,1c908da5-5bf7-11ed-bd94-085bd6358b67,3849,9493
Delta,1c908e43-5bf7-11ed-a75e-085bd6358b67,4264,5166
Alpha,1c908edd-5bf7-11ed-b54d-085bd6358b67,9181,2090
Delta,1c908f78-5bf7-11ed-be5c-085bd6358b67,8535,190
Beta,1c90900f-5bf7-11ed-ace7-085bd6358b67,3742,3914
Beta,1c9090ac-5bf7-11ed-979a-085bd6358b67,8314,3611
Delta,1c909147-5bf7-11ed-940f-085bd6358b67,8891,4251
Delta,1c9091eb-5bf7-11ed-80c3-085bd6358b67,9188,4739
Gamma,1c909284-5bf7-11ed-8879-085bd6358b67,7691,617
Beta,1c90931d-5bf7-11ed-94bc-085bd6358b67,85,3388
Gamma,1c9093b9-5bf7-11ed-bc7f-085bd6358b67,2178,2978
Alpha,1c909459-5bf7-11ed-88eb-085bd6358b67,1877,3527
Gamma,1c9094f2-5bf7-11ed-820a-085bd6358b67,6059,4592
Delta,1c909589-5bf7-11ed-8071-085bd6358b67,4421,5738
Alpha,1c909626-5bf7-11ed-a753-085bd6358b67,9428,8240
Beta,1c9096c0-5bf7-11ed-b405-085bd6358b67,4328,1082
Beta,1c90975c-5bf7-11ed-9a62-085bd6358b67,7380,318
Gamma,1c9097f8-5bf7-11ed-b102-085bd6358b67,529,605
Alpha,1c909895-5bf7-11ed-8aae-085bd6358b67,9517,5535
Alpha,1c90992e-5bf7-11ed-9f95-085bd6358b67,3567,1860
Alpha,1c9099c5-5bf7-11ed-8793-085bd6358b67,7277,4197
